"firstName","familyName","fullName","start","einde","title","rangorde","mandataris","persoon"
,"Van den Brande","Van den Brande",1995-06-20,1999-07-13,"Minister-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fe28e8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fceda2-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM van Leefmilieu, Waterbeleid en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821cbde4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1992-10-20,1995-06-20,"VM onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820815f6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Vandenbroucke","Vandenbroucke",2004-07-20,2007-06-27,"VM Werk, Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e559a8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1c284-dec2-11e9-aa72-0242c0a80002"
,"Van Miert","Van Miert",1981-12-22,1985-12-10,"Voorzitter SP",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b800a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821b7d1c-dec2-11e9-aa72-0242c0a80002"
,"Schiltz","Schiltz",1981-12-22,1985-12-10,"GM Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82188f1c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82188cba-dec2-11e9-aa72-0242c0a80002"
,"Van Brempt","Van Brempt",2007-06-28,2009-07-13,"VM Mobiliteit, Sociale Economie en Gelijke Kansen",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1edb8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1ecd2-dec2-11e9-aa72-0242c0a80002"
,"Moerman","Moerman",2004-07-20,2007-06-27,"VM Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e68c74-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e68b5c-dec2-11e9-aa72-0242c0a80002"
,"Martens","Martens",1981-12-22,1985-12-10,"Eerste minister",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b3fc8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc1760-dec2-11e9-aa72-0242c0a80002"
,"Van Rompuy","Van Rompuy",1995-06-20,1999-07-13,"VM Economie, Landbouw, KMO en Media",,"http://kanselarij.vo.data.gift/id/mandatarissen/82055f6e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fdb070-dec2-11e9-aa72-0242c0a80002"
,"Van der Zwalmen","Van der Zwalmen",1985-12-10,1988-02-03,"Griffier",,"http://kanselarij.vo.data.gift/id/mandatarissen/82172afa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82172848-dec2-11e9-aa72-0242c0a80002"
,"De Ryck","De Ryck",1985-12-10,1988-02-03,"Secretaris-generaal",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217d93c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217d68a-dec2-11e9-aa72-0242c0a80002"
,"Sannen","Sannen",2003-06-10,2004-07-20,"VM Leefmilieu, Landbouw en Ontwikkelingssamenwerking",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ef30b8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ef2f8c-dec2-11e9-aa72-0242c0a80002"
,"Naze","Naze",1981-12-22,1985-12-10,"Bestuursdirecteur",,"http://kanselarij.vo.data.gift/id/mandatarissen/821dbb40-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821db884-dec2-11e9-aa72-0242c0a80002"
,"Deprez","Deprez",1985-12-10,1988-02-03,"GM van Externe Betrekkingen",,"http://kanselarij.vo.data.gift/id/mandatarissen/82161610-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821613e0-dec2-11e9-aa72-0242c0a80002"
,"De Boeck","De Boeck",1981-12-22,1985-12-10,"Adjunct-kabinetschef",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a18aa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821a162a-dec2-11e9-aa72-0242c0a80002"
,"Baldewijns","Baldewijns",1995-06-20,1999-07-13,"VM Binnenlandse Aangelegenheden, Vervoer en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205074e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fcfacc-dec2-11e9-aa72-0242c0a80002"
,"Cultuur","Cultuur",1981-12-22,1985-12-10,"GM Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/821bae22-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821bab34-dec2-11e9-aa72-0242c0a80002"
,"Vanderpoorten","Vanderpoorten",1999-07-13,2003-06-05,"VM Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f21580-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ef5f2a-dec2-11e9-aa72-0242c0a80002"
,"Deprez","Deprez",1985-12-10,1988-02-03,"GM Externe Betrekkingen",,"http://kanselarij.vo.data.gift/id/mandatarissen/82161ce6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821613e0-dec2-11e9-aa72-0242c0a80002"
,"Druyts","Druyts",1981-12-22,1985-12-10,"Adjunkt-inspekteur",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d0538-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821d027c-dec2-11e9-aa72-0242c0a80002"
,"Van Grembergen","Van Grembergen",1999-07-13,2003-06-05,"VM Binnenlandse Aangelegenheden, Cultuur, Jeugd en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f1befa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecec18-dec2-11e9-aa72-0242c0a80002"
,"Vanackere","Vanackere",2007-06-28,2009-07-13,"VM Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1e7e6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1e70a-dec2-11e9-aa72-0242c0a80002"
,"Van Grembergen","Van Grembergen",1999-07-13,2003-06-05,"VM Binnenlandse Aangelegenheden, Ambtenarenzaken en Buitenlands Beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f57914-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecec18-dec2-11e9-aa72-0242c0a80002"
,"Bossuyt","Bossuyt",2003-06-10,2004-07-20,"VM Mobiliteit, Openbare Werken en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ed7318-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ed71f6-dec2-11e9-aa72-0242c0a80002"
,"Geens-Schiltz","Geens-Schiltz",1981-12-22,1985-12-10,"Voorzitter-gm fin. en begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821ab206-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821aaf2c-dec2-11e9-aa72-0242c0a80002"
,"Baloup","Baloup",1981-12-22,1985-12-10,"Conseil de l_Europe",,"http://kanselarij.vo.data.gift/id/mandatarissen/821bf936-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821bf652-dec2-11e9-aa72-0242c0a80002"
,"Schiltz","Schiltz",1981-12-22,1985-12-10,"GM Financiën en begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821aa784-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82188cba-dec2-11e9-aa72-0242c0a80002"
,"Breyne","Breyne",1988-02-03,1988-10-18,"GM van huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215cc5a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214b77a-dec2-11e9-aa72-0242c0a80002"
,"Dehousse","Dehousse",1981-12-22,1985-12-10,"Minister waalse gewestexecutieve",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b1d5e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821b1a84-dec2-11e9-aa72-0242c0a80002"
,"Somers","Somers",2003-06-10,2004-07-20,"Minister-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ece772-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ece65a-dec2-11e9-aa72-0242c0a80002"
,"Dewulf","Dewulf",1988-10-18,1992-01-21,"GM van Tewerkstelling",,"http://kanselarij.vo.data.gift/id/mandatarissen/82143d9a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82143b9c-dec2-11e9-aa72-0242c0a80002"
,"Coenen","Coenen",1981-12-22,1985-12-10,"Kabinetschef",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c6146-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821a5914-dec2-11e9-aa72-0242c0a80002"
,"Verhasselt","Verhasselt",1981-12-22,1985-12-10,"Voorzitter kultuurraad",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b9b3a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821b984c-dec2-11e9-aa72-0242c0a80002"
